Word,Stopwords,FREQcount,Dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,,,,,,Adjective
accrue,0,4,Verb,1,Verb,4,,,,,,Adjective
accrued,0,13,Verb,0.62,Verb.Adjective,8.5,,,,,,Adjective
accrues,0,1,Verb,1,Verb,1,,,,,,Adjective
accruing,0,2,Verb,1,Verb,2,,,,,,Adjective
accumulate,0,29,Verb,1,Verb,29,,,,,,Adjective
accumulated,0,39,Verb,0.73,Verb.Adjective,29.11,,,,,,Adjective
accumulates,0,11,Verb,1,Verb,11,,,,,,Adjective
accumulating,0,18,Verb,0.94,Verb.Adjective,17.1,,,,,,Adjective
accumulation,0,13,Noun,1,Noun,13,,,,,,Adjective
accumulations,0,1,Noun,1,Noun,1,,,,,,Adjective
accumulative,0,3,Adjective,1,Adjective,3,,,,,,Adjective
accumulator,0,1,Noun,1,Noun,1,,,,,,Adjective
accuracy,0,76,Noun,1,Noun,76,,,,,,Adjective
accurate,0,400,Adjective,1,Adjective,398,,,,,,Adjective
accurately,0,58,Adverb,1,Adverb,58,,,,,,Adjective
accursed,0,33,Adjective,1,Adjective,33,,,,,,Adjective
accusation,0,143,Noun,1,Noun,143,,,,,,Adjective
accusations,0,153,Noun,0.99,Noun.Verb,153.1,,,,,,Adjective
accusatory,0,3,Adjective,1,Adjective,3,,,,,,Adjective
accuse,0,290,Verb,1,Verb,290,,,,,,Adjective
accused,0,666,Verb,0.79,Verb.Adjective,525.141,,,,,,Adjective
accuser,0,15,Noun,1,Noun,15,,,,,,Adjective
accusers,0,8,Noun,1,Noun,8,,,,,,Adjective
accuses,0,31,Verb,1,Verb,31,,,,,,Adjective
accusing,0,252,Verb,1,Verb,252,,,,,,Adjective
accustom,0,6,Verb,1,Verb,6,,,,,,Adjective
accustomed,0,149,Adjective,0.5,Adjective.Verb,75.74,,,,,,Adjective
ace,0,751,Noun,0.77,Noun.Adjective.Name,579.118.54,,,,,,Adjective
aced,0,39,Verb,1,Verb,39,,,,,,Adjective
acentric,0,1,Adjective,1,Adjective,1,,,,,,Adjective
acerbic,0,4,Adjective,1,Adjective,4,,,,,,Adjective
aces,0,202,Noun,1,Noun,202,,,,,,Adjective
acetabulum,0,2,Noun,1,Noun,2,,,,,,Adjective
acetaminophen,0,5,Noun,0.6,Noun.Adjective,3.2,,,,,,Adjective
acetate,0,6,Noun,1,Noun,6,,,,,,Adjective
acetates,0,1,Noun,1,Noun,1,,,,,,Adjective
acetic,0,1,Adjective,1,Adjective,1,,,,,,Adjective
acetone,0,8,Noun,0.75,Noun.Verb,6.2,,,,,,Adjective
acetyl,0,2,Noun,1,Noun,2,,,,,,Adjective
acetylcholine,0,7,Verb,0.57,Verb.Noun,4.3,,,,,,Adjective
acetylene,0,23,Noun,1,Noun,23,,,,,,Adjective
acetylsalicylic,0,4,Adjective,1,Adjective,4,,,,,,Adjective
ach,0,38,Interjection,1,Interjection,38,,,,,,Adjective
achar,0,1,Noun,1,Noun,1,,,,,,Adjective
ache,0,127,Noun,0.53,Noun.Verb,68.6,,,,,,Adjective
ached,0,16,Verb,1,Verb,16,,,,,,Adjective
acher,0,2,Noun,0.5,Noun.Name,1.1,,,,,,Adjective
acheron,0,25,Name,0.52,Name.Noun,13.12,,,,,,Adjective
aches,0,77,Verb,0.56,Verb.Noun,42.33,,,,,,Adjective
achievable,0,2,Adjective,1,Adjective,2,,,,,,Adjective
achieve,0,374,Verb,1,Verb,374,,,,,,Adjective
achieved,0,219,Verb,1,Verb,219,,,,,,Adjective
achievement,0,178,Noun,1,Noun,178,,,,,,Adjective
achievements,0,55,Noun,1,Noun,55,,,,,,Adjective
achiever,0,12,Verb,0.92,Verb.Name,11.1,,,,,,Adjective
achievers,0,9,Noun,1,Noun,9,,,,,,Adjective
achieves,0,16,Verb,1,Verb,16,,,,,,Adjective
achieving,0,37,Verb,0.97,Verb.Noun,36.1,,,,,,Adjective
achilles,0,115,Name,0.99,Name.Noun,112.1,,,,,,Adjective
achiness,0,1,Noun,1,Noun,1,,,,,,Adjective
aching,0,105,Verb,0.55,Verb.Adjective,57.47,,,,,,Adjective
achingly,0,2,Adverb,1,Adverb,2,,,,,,Adjective
achondroplasia,0,2,Noun,1,Noun,2,,,,,,Adjective
achoo,0,5,Noun,1,Noun,5,,,,,,Adjective
achy,0,23,Adjective,0.74,Adjective.Noun,17.6,,,,,,Adjective
acid,0,508,Noun,0.99,Noun.Adjective,502.6,,,,,,Adjective
acidemia,0,2,Noun,1,Noun,2,,,,,,Adjective
acidic,0,11,Adjective,1,Adjective,12,,,,,,Adjective
acidity,0,10,Noun,1,Noun,10,,,,,,Adjective
acidizing,0,1,Verb,1,Verb,1,,,,,,Adjective
acidophilus,0,3,Noun,0.67,Noun.Name,2.1,,,,,,Adjective
acidosis,0,8,Noun,0.88,Noun.Name,7.1,,,,,,Adjective
acidotic,0,4,Adjective,1,Adjective,4,,,,,,Adjective
acids,0,42,Noun,1,Noun,41,,,,,,Adjective
acing,0,4,Verb,1,Verb,4,,,,,,Adjective
ack,0,29,Name,0.52,Name.Verb.Noun,15.12.2,,,,,,Adjective
ackee,0,1,Noun,1,Noun,1,,,,,,Adjective
acker,0,8,Name,0.71,Name.Noun,5.2,,,,,,Adjective
acknowledge,0,313,Verb,1,Verb,313,,,,,,Adjective
acknowledged,0,100,Verb,0.65,Verb.Adjective,65.35,,,,,,Adjective
acknowledgement,0,21,Noun,1,Noun,21,,,,,,Adjective
acknowledgements,0,4,Noun,1,Noun,4,,,,,,Adjective
acknowledges,0,13,Verb,1,Verb,13,,,,,,Adjective
acknowledging,0,36,Verb,1,Verb,36,,,,,,Adjective
acknowledgment,0,26,Noun,1,Noun,26,,,,,,Adjective
acknowledgments,0,1,Noun,1,Noun,1,,,,,,Adjective
aclu,0,21,Noun,0.95,Noun.Name,20.1,,,,,,Adjective
acme,0,64,Noun,0.58,Noun.Name,37.27,,,,,,Adjective
acne,0,46,Noun,1,Noun,46,,,,,,Adjective
acnes,0,1,Noun,1,Noun,1,,,,,,Adjective
acolyte,0,7,Noun,1,Noun,7,,,,,,Adjective
acolytes,0,6,Noun,1,Noun,6,,,,,,Adjective
acoma,0,3,Noun,0.67,Noun.Name,2.1,,,,,,Adjective
aconitum,0,4,Noun,1,Noun,4,,,,,,Adjective
acorn,0,37,Noun,1,Noun,37,,,,,,Adjective
acorns,0,19,Noun,1,Noun,19,,,,,,Adjective
acoustic,0,49,Adjective,0.88,Adjective.Noun,43.6,,,,,,Adjective
acoustical,0,6,Adjective,1,Adjective,6,,,,,,Adjective
acoustically,0,1,Adverb,1,Adverb,1,,,,,,Adjective
acoustics,0,22,Noun,1,Noun,22,,,,,,Adjective
acquaint,0,20,Verb,1,Verb,20,,,,,,Adjective
acquaintance,0,273,Noun,1,Noun,271,,,,,,Adjective
acquaintances,0,54,Noun,1,Noun,54,,,,,,Adjective
acquaintanceship,0,4,Noun,1,Noun,4,,,,,,Adjective
acquainted,0,231,Verb,1,Verb,231,,,,,,Adjective
acquainting,0,2,Verb,1,Verb,2,,,,,,Adjective
acquiesce,0,3,Verb,1,Verb,3,,,,,,Adjective
acquiesced,0,5,Verb,1,Verb,5,,,,,,Adjective
acquiescence,0,5,Noun,1,Noun,5,,,,,,Adjective
acquiescent,0,1,Adjective,1,Adjective,1,,,,,,Adjective
acquiescing,0,2,Verb,1,Verb,2,,,,,,Adjective
acquire,0,135,Verb,1,Verb,135,,,,,,Adjective
acquired,0,228,Verb,0.91,Verb.Adjective,208.2,,,,,,Adjective
acquirer,0,1,Noun,1,Noun,1,,,,,,Adjective
acquires,0,8,Verb,1,Verb,8,,,,,,Adjective
acquiring,0,43,Verb,1,Verb,43,,,,,,Adjective
acquisition,0,74,Noun,1,Noun,74,,,,,,Adjective
acquisitions,0,33,Noun,1,Noun,33,,,,,,Adjective
acquisitive,0,3,Adjective,1,Adjective,3,,,,,,Adjective
acquisitiveness,0,1,Noun,1,Noun,1,,,,,,Adjective
acquit,0,24,Noun,0.96,Noun.Name,23.1,,,,,,Adjective
acquittal,0,37,Noun,1,Noun,37,,,,,,Adjective
acquittals,0,1,Noun,1,Noun,1,,,,,,Adjective
acquitted,0,78,Verb,0.98,Verb.Adjective,78.2,,,,,,Adjective
acquitting,0,6,Verb,1,Verb,6,,,,,,Adjective
acre,0,93,Noun,1,Noun,93,,,,,,Adjective
acreage,0,22,Noun,1,Noun,22,,,,,,Adjective
acres,0,234,Noun,1,Noun,234,,,,,,Adjective
acrid,0,2,Adjective,1,Adjective,2,,,,,,Adjective
acrimonious,0,7,Adjective,1,Adjective,7,,,,,,Adjective
acrimony,0,11,Noun,1,Noun,11,,,,,,Adjective
acrobat,0,30,Noun,0.83,Noun.Verb.Name,25.3.2,,,,,,Adjective
acrobatic,0,12,Adjective,1,Adjective,12,,,,,,Adjective
acrobatics,0,11,Noun,1,Noun,11,,,,,,Adjective
acrobats,0,19,Noun,0.89,Noun.Verb,16.2,,,,,,Adjective
acromegalia,0,10,Noun,1,Noun,10,,,,,,Adjective
acromion,0,2,Noun,1,Noun,2,,,,,,Adjective
acronym,0,15,Noun,1,Noun,15,,,,,,Adjective
acronyms,0,7,Noun,1,Noun,7,,,,,,Adjective
acrophobia,0,10,Noun,1,Noun,10,,,,,,Adjective
acropolis,0,6,Noun,0.83,Noun.Name,5.1,,,,,,Adjective
across,0,4801,Preposition,0.86,Preposition.Adverb,4141.652,,,,,,Adjective
acrylic,0,23,Adjective,0.83,Adjective.Noun,19.4,,,,,,Adjective
acrylics,0,3,Noun,1,Noun,3,,,,,,Adjective
act,0,5565,Verb,0.51,Verb.Noun.Name,2823.2739.3,,,,,,Adjective
acta,0,1,Name,1,Name,1,,,,,,Adjective
acted,0,548,Verb,1,Verb.Adjective,547.1,,,,,,Adjective
actg,0,1,Noun,1,Noun,1,,,,,,Adjective
actin,0,54,Noun,0.9,Noun.Name,46.5,,,,,,Adjective
acting,0,2675,Verb,0.87,Verb.Adjective.Noun,2324.190.160,,,,,,Adjective
actings,0,1,Noun,1,Noun,1,,,,,,Adjective
actinic,0,1,Adjective,1,Adjective,1,,,,,,Adjective
action,0,3115,Noun,1,Noun.Verb.Name,3098.7.2,,,,,,Adjective
actionable,0,13,Adjective,1,Adjective,13,,,,,,Adjective
actioner,0,1,Noun,1,Noun,1,,,,,,Adjective
actions,0,620,Noun,0.99,Noun.Verb,618.4,,,,,,Adjective
activate,0,238,Verb,1,Verb,238,,,,,,Adjective
activated,0,220,Verb,0.95,Verb.Adjective,208.12,,,,,,Adjective
activates,0,16,Verb,1,Verb,16,,,,,,Adjective
activating,0,44,Verb,0.93,Verb.Name.Adjective,41.2.1,,,,,,Adjective
activation,0,43,Noun,1,Noun,43,,,,,,Adjective
activator,0,4,Noun,1,Noun,4,,,,,,Adjective
active,0,584,Adjective,1,Adjective,584,,,,,,Adjective
actively,0,42,Adverb,1,Adverb,42,,,,,,Adjective
actives,0,1,Noun,1,Noun,1,,,,,,Adjective
activism,0,9,Noun,1,Noun,9,,,,,,Adjective
activist,0,50,Noun,1,Noun,50,,,,,,Adjective
activists,0,18,Noun,1,Noun,18,,,,,,Adjective
activities,0,439,Noun,1,Noun.Verb,438.1,,,,,,Adjective
activity,0,657,Noun,1,Noun,657,,,,,,Adjective
acton,0,12,Name,1,Name,12,,,,,,Adjective
actor,0,1343,Noun,1,Noun.Name,1336.1,,,,,,Adjective
actors,0,644,Noun,1,Noun,642,,,,,,Adjective
actory,0,1,Adjective,1,Adjective,1,,,,,,Adjective
actress,0,817,Noun,1,Noun,814,,,,,,Adjective
actresses,0,115,Noun,1,Noun,115,,,,,,Adjective
acts,0,636,Noun,0.56,Noun.Verb,353.283,,,,,,Adjective
actu,0,1,Noun,1,Noun,1,,,,,,Adjective
actual,0,884,Adjective,1,Adjective,882,,,,,,Adjective
actualisation,0,2,Noun,1,Noun,2,,,,,,Adjective
actualised,0,1,Verb,1,Verb,1,,,,,,Adjective
actualities,0,1,Noun,1,Noun,1,,,,,,Adjective
actuality,0,24,Noun,1,Noun,24,,,,,,Adjective
actualization,0,3,Noun,1,Noun,3,,,,,,Adjective
actualize,0,2,Verb,1,Verb,2,,,,,,Adjective
actually,0,16439,Adverb,1,Adverb.Noun,16406.1,,,,,,Adjective
actuals,0,2,Noun,1,Noun,2,,,,,,Adjective
actuarial,0,9,Adjective,1,Adjective,9,,,,,,Adjective
actuarially,0,1,Adverb,1,Adverb,1,,,,,,Adjective
actuaries,0,1,Noun,1,Noun,1,,,,,,Adjective
actuary,0,7,Noun,1,Noun,7,,,,,,Adjective
actuate,0,1,Verb,1,Verb,1,,,,,,Adjective
actuated,0,3,Verb,1,Verb,3,,,,,,Adjective
actuating,0,1,Adjective,1,Adjective,1,,,,,,Adjective
actuation,0,1,Noun,1,Noun,1,,,,,,Adjective
actuator,0,2,Noun,1,Noun,2,,,,,,Adjective
actuators,0,2,Noun,1,Noun,2,,,,,,Adjective
acuity,0,14,Noun,1,Noun,14,,,,,,Adjective
acumen,0,7,Noun,1,Noun,7,,,,,,Adjective
acupressure,0,6,Noun,0.67,Noun.Verb,4.2,,,,,,Adjective
acupuncture,0,37,Noun,1,Noun,37,,,,,,Adjective
acupuncturist,0,9,Noun,1,Noun,9,,,,,,Adjective
acupuncturists,0,2,Noun,1,Noun,2,,,,,,Adjective
acute,0,150,Adjective,1,Adjective,150,,,,,,Adjective
acutely,0,14,Adverb,1,Adverb,14,,,,,,Adjective
acuteness,0,1,Noun,1,Noun,1,,,,,,Adjective
acyclovir,0,1,Noun,1,Noun,1,,,,,,Adjective
ad,0,694,Noun,0.89,Noun.Adverb.Adjective,609.68.6,,,,,,Adjective
adage,0,32,Noun,0.91,Noun.Verb,29.3,,,,,,Adjective
adages,0,1,Noun,1,Noun,1,,,,,,Adjective
adagio,0,12,Noun,0.55,Noun.Name,6.5,,,,,,Adjective
adam,0,1890,Name,1,Name.Noun,1879.4,,,,,,Adjective
adamant,0,50,Adjective,1,Adjective,50,,,,,,Adjective
adamantine,0,1,Adjective,1,Adjective,1,,,,,,Adjective
adamantly,0,2,Adverb,1,Adverb,2,,,,,,Adjective
adamas,0,1,Noun,1,Noun,1,,,,,,Adjective
adams,0,470,Name,1,Name.Noun,468.1,,,,,,Adjective
adance,0,1,Noun,1,Noun,1,,,,,,Adjective
adapt,0,134,Verb,1,Verb,134,,,,,,Adjective
adaptability,0,7,Noun,1,Noun,7,,,,,,Adjective
adaptable,0,17,Adjective,1,Adjective,17,,,,,,Adjective
adaptation,0,81,Noun,1,Noun,81,,,,,,Adjective
adaptations,0,3,Noun,1,Noun,3,,,,,,Adjective
adapted,0,56,Verb,0.96,Verb.Adjective,54.2,,,,,,Adjective
adapter,0,11,Noun,1,Noun,11,,,,,,Adjective
adapting,0,27,Verb,1,Verb,27,,,,,,Adjective
adaption,0,1,Noun,1,Noun,1,,,,,,Adjective
adaptive,0,11,Adjective,1,Adjective,11,,,,,,Adjective
adaptor,0,4,Noun,1,Noun,4,,,,,,Adjective
adaptors,0,1,Noun,1,Noun,1,,,,,,Adjective
adapts,0,3,Verb,1,Verb,3,,,,,,Adjective
adar,0,3,Name,1,Name,3,,,,,,Adjective
adc,0,7,Name,1,Name,7,,,,,,Adjective
add,0,1686,Verb,1,Verb.Noun,1681.1,,,,,,Adjective
added,0,492,Verb,0.8,Verb.Adjective,396.97,,,,,,Adjective
addenda,0,2,Noun,1,Noun,2,,,,,,Adjective
addendum,0,15,Noun,1,Noun,15,,,,,,Adjective
addendums,0,4,Noun,1,Noun,4,,,,,,Adjective
adder,0,73,Noun,0.93,Noun.Name,68.5,,,,,,Adjective
adders,0,2,Noun,0.5,Noun.Name,1.1,,,,,,Adjective
addict,0,273,Noun,1,Noun,271,,,,,,Adjective
addicted,0,231,Verb,0.99,Verb.Adjective,228.3,,,,,,Adjective
addicting,0,3,Verb,1,Verb,3,,,,,,Adjective
addiction,0,199,Noun,1,Noun,199,,,,,,Adjective
addictions,0,21,Noun,0.95,Noun.Verb,20.1,,,,,,Adjective
addictive,0,57,Adjective,1,Adjective,57,,,,,,Adjective
addictiveness,0,2,Noun,1,Noun,2,,,,,,Adjective
addicts,0,106,Noun,1,Noun,106,,,,,,Adjective
adding,0,205,Verb,0.9,Verb.Adjective.Noun,185.16.4,,,,,,Adjective
addio,0,4,Noun,1,Noun,4,,,,,,Adjective
addis,0,10,Name,1,Name,10,,,,,,Adjective
addison,0,91,Name,1,Name,91,,,,,,Adjective
addition,0,395,Preposition,0.47,Preposition.Noun.Adverb,185.148.59,,,,,,Adjective
additional,0,300,Adjective,1,Adjective,300,,,,,,Adjective
additionally,0,16,Adverb,1,Adverb,16,,,,,,Adjective
additions,0,11,Noun,1,Noun,11,,,,,,Adjective
additive,0,11,Adjective,1,Adjective,11,,,,,,Adjective
additives,0,10,Noun,1,Noun,10,,,,,,Adjective
addle,0,8,Verb,1,Verb,8,,,,,,Adjective
addled,0,11,Adjective,0.82,Adjective.Verb,9.2,,,,,,Adjective
addlepated,0,2,Verb,1,Verb,2,,,,,,Adjective
addling,0,1,Verb,1,Verb,1,,,,,,Adjective
addr,0,2,Noun,1,Noun,2,,,,,,Adjective
address,0,2666,Noun,0.86,Noun.Verb,2299.359,,,,,,Adjective
addressed,0,194,Verb,0.99,Verb.Adjective,191.1,,,,,,Adjective
addressee,0,6,Noun,1,Noun,6,,,,,,Adjective
addresser,0,2,Name,1,Name,2,,,,,,Adjective
addresses,0,162,Noun,0.79,Noun.Verb,128.34,,,,,,Adjective
addressing,0,107,Verb,1,Verb,107,,,,,,Adjective
adds,0,201,Verb,1,Verb,201,,,,,,Adjective
adduce,0,1,Verb,1,Verb,1,,,,,,Adjective
adduced,0,1,Verb,1,Verb,1,,,,,,Adjective
adductor,0,1,Noun,1,Noun,1,,,,,,Adjective
ade,0,15,Name,0.93,Name.Noun,14.1,,,,,,Adjective
adelante,0,1,Noun,1,Noun,1,,,,,,Adjective
aden,0,6,Name,1,Name,6,,,,,,Adjective
adenia,0,1,Name,1,Name,1,,,,,,Adjective
adenine,0,2,Name,1,Name,2,,,,,,Adjective
adenocarcinoma,0,1,Noun,1,Noun,1,,,,,,Adjective
adenoid,0,5,Name,0.8,Name.Noun,4.1,,,,,,Adjective
adenoidal,0,1,Adjective,1,Adjective,1,,,,,,Adjective
adenoids,0,11,Noun,1,Noun,11,,,,,,Adjective
adenoma,0,1,Noun,1,Noun,1,,,,,,Adjective
adenopathy,0,1,Noun,1,Noun,1,,,,,,Adjective
adenosine,0,6,Noun,0.83,Noun.Verb,5.1,,,,,,Adjective
adept,0,33,Adjective,1,Adjective,33,,,,,,Adjective
adeptness,0,1,Noun,1,Noun,1,,,,,,Adjective
adepts,0,2,Noun,1,Noun,2,,,,,,Adjective
adequacy,0,1,Noun,1,Noun,1,,,,,,Adjective
adequate,0,132,Adjective,1,Adjective,134,,,,,,Adjective
adequately,0,27,Adverb,1,Adverb,27,,,,,,Adjective
adeste,0,3,Name,1,Name,3,,,,,,Adjective
adhere,0,29,Verb,1,Verb,29,,,,,,Adjective
adhered,0,6,Verb,1,Verb,6,,,,,,Adjective
adherence,0,9,Noun,1,Noun,9,,,,,,Adjective
adherent,0,3,Noun,1,Noun,3,,,,,,Adjective
adherents,0,1,Noun,1,Noun,1,,,,,,Adjective
adheres,0,3,Verb,1,Verb,3,,,,,,Adjective
adhering,0,9,Verb,1,Verb,9,,,,,,Adjective
adhesion,0,6,Noun,1,Noun,6,,,,,,Adjective
adhesions,0,7,Noun,1,Noun,7,,,,,,Adjective
adhesive,0,47,Noun,0.51,Noun.Adjective,24.23,,,,,,Adjective
adhesives,0,1,Noun,1,Noun,1,,,,,,Adjective
adiabatic,0,1,Adjective,1,Adjective,1,,,,,,Adjective
adieu,0,94,Interjection,0.69,Interjection.Noun,65.29,,,,,,Adjective
adieus,0,1,Noun,1,Noun,1,,,,,,Adjective
adios,0,159,Noun,0.95,Noun.Name,148.8,,,,,,Adjective
adipocere,0,6,Noun,0.83,Noun.Adjective,5.1,,,,,,Adjective
adipose,0,4,Verb,1,Verb,4,,,,,,Adjective
adiposity,0,1,Noun,1,Noun,1,,,,,,Adjective
adjacencies,0,1,Noun,1,Noun,1,,,,,,Adjective
adjacent,0,68,Adjective,0.54,Adjective.Preposition,37.31,,,,,,Adjective
adjective,0,25,Noun,1,Noun,25,,,,,,Adjective
adjectives,0,25,Noun,1,Noun,25,,,,,,Adjective
adjoined,0,1,Adjective,1,Adjective,1,,,,,,Adjective
adjoining,0,57,Adjective,0.57,Adjective.Verb.Noun,32.17.7,,,,,,Adjective
adjoins,0,5,Verb,1,Verb,5,,,,,,Adjective
adjoints,0,1,Verb,1,Verb,1,,,,,,Adjective
adjourn,0,66,Verb,0.95,Verb.Noun,63.3,,,,,,Adjective
adjourned,0,250,Verb,1,Verb,249,,,,,,Adjective
adjourning,0,2,Verb,1,Verb,2,,,,,,Adjective
adjournment,0,11,Noun,1,Noun,11,,,,,,Adjective
adjourns,0,2,Verb,0.5,Verb.Noun,1.1,,,,,,Adjective
adjudge,0,1,Verb,1,Verb,1,,,,,,Adjective
adjudged,0,3,Verb,1,Verb,3,,,,,,Adjective
adjudicate,0,5,Verb,0.8,Verb.Noun,4.1,,,,,,Adjective
adjudicated,0,6,Verb,1,Verb,6,,,,,,Adjective
adjudicating,0,1,Verb,1,Verb,1,,,,,,Adjective
adjudication,0,9,Noun,1,Noun,9,,,,,,Adjective
adjudicator,0,4,Noun,1,Noun,4,,,,,,Adjective
adjunct,0,7,Noun,1,Noun,7,,,,,,Adjective
adjure,0,1,Verb,1,Verb,1,,,,,,Adjective
adjust,0,287,Verb,1,Verb,287,,,,,,Adjective
adjustability,0,1,Noun,1,Noun,1,,,,,,Adjective
adjustable,0,16,Adjective,1,Adjective,16,,,,,,Adjective
adjusted,0,92,Verb,0.92,Verb.Adjective,84.7,,,,,,Adjective
adjuster,0,20,Noun,1,Noun,20,,,,,,Adjective
adjusters,0,7,Noun,1,Noun,7,,,,,,Adjective
adjusting,0,121,Verb,0.98,Verb.Noun.Adjective,118.2.1,,,,,,Adjective
adjustment,0,158,Noun,1,Noun,157,,,,,,Adjective
adjustments,0,71,Noun,1,Noun,71,,,,,,Adjective
adjustor,0,4,Noun,1,Noun,4,,,,,,Adjective
adjusts,0,9,Verb,1,Verb,9,,,,,,Adjective
adjutant,0,45,Noun,1,Noun,45,,,,,,Adjective
adjutants,0,1,Noun,1,Noun,1,,,,,,Adjective
adjuvant,0,1,Adjective,1,Adjective,1,,,,,,Adjective
adm,0,48,Name,1,Name,47,,,,,,Adjective
admin,0,22,Noun,0.77,Noun.Name,17.5,,,,,,Adjective
administer,0,85,Verb,1,Verb,85,,,,,,Adjective
administered,0,76,Verb,1,Verb,77,,,,,,Adjective
administerial,0,1,Adjective,1,Adjective,1,,,,,,Adjective
administering,0,24,Verb,1,Verb,24,,,,,,Adjective
administers,0,6,Verb,1,Verb,6,,,,,,Adjective
administrate,0,2,Verb,0.5,Verb.Adjective,1.1,,,,,,Adjective
administrates,0,1,Verb,1,Verb,1,,,,,,Adjective
administration,0,387,Noun,1,Noun,387,,,,,,Adjective
administrations,0,16,Noun,1,Noun,16,,,,,,Adjective
administrative,0,82,Adjective,1,Adjective,82,,,,,,Adjective
administrator,0,84,Noun,1,Noun,83,,,,,,Adjective
administrators,0,18,Noun,1,Noun,18,,,,,,Adjective
adminstration,0,1,Noun,1,Noun,1,,,,,,Adjective
admirable,0,133,Adjective,0.99,Adjective.Noun,132.1,,,,,,Adjective
admirably,0,21,Adverb,1,Adverb,21,,,,,,Adjective
admiral,0,845,Noun,1,Noun.Name,838.4,,,,,,Adjective
admirals,0,29,Noun,1,Noun,29,,,,,,Adjective
admiralty,0,34,Noun,1,Noun,34,,,,,,Adjective
admiration,0,107,Noun,1,Noun,107,,,,,,Adjective
admire,0,722,Verb,1,Verb,723,,,,,,Adjective
admired,0,187,Verb,0.95,Verb.Adjective,177.9,,,,,,Adjective
admirer,0,151,Noun,1,Noun,151,,,,,,Adjective
admirers,0,49,Noun,1,Noun,49,,,,,,Adjective
admires,0,26,Verb,1,Verb,26,,,,,,Adjective
admiring,0,141,Verb,0.82,Verb.Adjective,116.25,,,,,,Adjective
admissibility,0,4,Noun,1,Noun,4,,,,,,Adjective
admissible,0,37,Adjective,1,Adjective,37,,,,,,Adjective
admission,0,181,Noun,1,Noun,181,,,,,,Adjective
admissions,0,111,Noun,0.98,Noun.Verb.Name,109.1.1,,,,,,Adjective
admit,0,3019,Verb,1,Verb,3015,,,,,,Adjective
admits,0,105,Verb,1,Verb,105,,,,,,Adjective
admittance,0,34,Noun,1,Noun,34,,,,,,Adjective
admittances,0,2,Noun,1,Noun,2,,,,,,Adjective
admitted,0,467,Verb,0.98,Verb.Adjective,458.8,,,,,,Adjective
admittedly,0,47,Adverb,1,Adverb,47,,,,,,Adjective
admittee,0,1,Noun,1,Noun,1,,,,,,Adjective
admittible,0,1,Adjective,1,Adjective,1,,,,,,Adjective
admitting,0,157,Verb,0.83,Verb.Adjective,130.27,,,,,,Adjective
admixture,0,1,Noun,1,Noun,1,,,,,,Adjective
admonish,0,4,Verb,1,Verb,4,,,,,,Adjective
admonished,0,4,Verb,1,Verb,4,,,,,,Adjective
admonishing,0,2,Verb,1,Verb,2,,,,,,Adjective
admonishments,0,1,Noun,1,Noun,1,,,,,,Adjective
admonition,0,5,Noun,1,Noun,5,,,,,,Adjective
admonitions,0,1,Noun,1,Noun,1,,,,,,Adjective
adnexa,0,1,Noun,1,Noun,1,,,,,,Adjective
adnexal,0,2,Adjective,1,Adjective,2,,,,,,Adjective
ado,0,77,Noun,1,Noun,75,,,,,,Adjective
adobe,0,24,Noun,1,Noun,23,,,,,,Adjective
adolescence,0,44,Noun,1,Noun,44,,,,,,Adjective
adolescences,0,1,Noun,1,Noun,1,,,,,,Adjective
adolescent,0,94,Adjective,0.7,Adjective.Noun,66.28,,,,,,Adjective
adolescents,0,29,Noun,1,Noun,29,,,,,,Adjective
adolf,0,69,Name,1,Name,69,,,,,,Adjective
adolph,0,42,Name,0.74,Name.Noun,31.11,,,,,,Adjective
adonai,0,17,Noun,0.47,Noun.Adjective.Name,8.6.3,,,,,,Adjective
adonis,0,20,Noun,0.65,Noun.Name,13.7,,,,,,Adjective
adopt,0,238,Verb,1,Verb,237,,,,,,Adjective
adoptable,0,1,Adjective,1,Adjective,1,,,,,,Adjective
adopted,0,430,Verb,0.84,Verb.Adjective,363.69,,,,,,Adjective
adopter,0,1,Noun,1,Noun,1,,,,,,Adjective
adopting,0,60,Verb,0.98,Verb.Adjective,59.1,,,,,,Adjective
adoption,0,239,Noun,1,Noun,239,,,,,,Adjective
adoptions,0,7,Noun,1,Noun,7,,,,,,Adjective
adoptive,0,30,Adjective,1,Adjective,31,,,,,,Adjective
adopts,0,11,Verb,1,Verb,11,,,,,,Adjective
adorability,0,1,Noun,1,Noun,1,,,,,,Adjective
adorable,0,537,Adjective,0.99,Adjective.Name,526.6,,,,,,Adjective
adorableness,0,1,Noun,1,Noun,1,,,,,,Adjective
adorably,0,2,Adverb,1,Adverb,2,,,,,,Adjective
adoration,0,30,Noun,1,Noun,30,,,,,,Adjective
adore,0,394,Verb,1,Verb,387,,,,,,Adjective
adored,0,125,Verb,0.97,Verb.Adjective,121.4,,,,,,Adjective
adorers,0,1,Noun,1,Noun,1,,,,,,Adjective
adores,0,91,Verb,1,Verb,91,,,,,,Adjective
adoring,0,35,Adjective,0.91,Adjective.Verb,32.3,,,,,,Adjective
adoringly,0,3,Adverb,1,Adverb,3,,,,,,Adjective
adorn,0,8,Verb,1,Verb,8,,,,,,Adjective
